Raw ERP/Planning Export - intentionally messy,,,,,,,,
,,,,,,,,
Date,Dept,Account,Vendor / Customer,Amount EUR,Source,Owner,Status,Manual note
2026-01-25,Sales,Payroll - sales,Payroll,"4,677",Pos,TBD,,Vendor invoice late
2026-03-28,G&A,Legal fees,Europa Law firm,"5,474",Pos,Andres,posted,One-off item
2026-01-25,Sales,Payroll - sales,Payroll,"1,645",ERP,M. Chen,Posted,
01/4/26,G&A,Legal fees,Buchalter,"9,853",ERP,,,Check sign
01/1/26,R&D,Payroll - eng,Payroll,"7,405",Pos,M. Chen,Posted,
01/1/26,Mktg,Paid media,Google / LinkedIn,458,Check,TBD,needs mapping,Ask owner
01-Jan-26,COGS,Cloud hosting,AWS / Datadog,"3,931",manual Entry,,accrual,Vendor invoice late
15 Feb-26,R&D,Cloud hosting,AWS / Datadog,"2,801",ERP,TBD,,Map to GL 6100
01/1/26,G&A,Accounting fees,Brandon,444,Check,,needs mapping,Map to GL 6100
01/2/26,Sales,Payroll - sales,Payroll,"(6,267)",Pos,M. Chen,needs mapping,One-off item
2026-02-26,R&D,AI automation,n8n,"1,752",cash,Alex - FP&A,manual adj,Vendor invoice late
2026-01-25,Mktg,Customer appr.,Amazon gift c.,"2,202",Check,,accrual,Check sign
25 Mar-26,Sales,Sales commission,Payroll,"2,764",Check,TBD,manual adj,One-off item
01/1/26,Marketing,Google Ads,Google / LinkedIn,"(7,374)",ERP,Erikfinance ops,accrual,Map to GL 6100
01/2/26,Sales,Payroll - sales,Payroll,399,cash,TBD,posted,Timing issue
2026-01-25,G&A,Office rent,Landlord,"8,703",Pos,M. Chen,Posted,
01/4/26,Revenue,Revenue,Corp. clients,(130),manual Entry,TBD,needs mapping,
01/2/26,Sales,Sales commission,Payroll,"(1,366)",Check,Erikfinance ops,late invoice,Timing issue
2026-03-28,Services,Prof services,Implementation clients,929,ERP,Erikfinance ops,manual adj,Map to GL 6100
15 Feb-26,R&D,Payroll - eng,Payroll,"7,520",ERP,TBD,manual adj,Map to GL 6100
2026-04-01,Sales,Payroll - sales,Payroll,"9,282",ERP,,,Map to GL 6100
2026-04-01,Sales,Sales commission,Payroll,"2,209",Pos,TBD,needs mapping,Map to GL 6100
2026-03-28,G&A,Office rent,Landlord,"3,411",manual Entry,,late invoice,Vendor invoice late
2026-02-26,Services,Support tools,Zendesk / Gainsight,"8,855",cash,Alex - FP&A,posted,Check sign
01/1/26,Sales,Sales commission,Payroll,(39),Check,Andres,needs mapping,Check sign
25 Mar-26,Sales,Payroll - sales,Payroll,"5,192",Check,,needs mapping,
01/1/26,R&D,AI automation,n8n,"4,979",manual Entry,TBD,late invoice,Map to GL 6100
25 Mar-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"5,992",cash,Erikfinance ops,late invoice,
01/4/26,R&D,Payroll - eng,Payroll,"2,349",Check,,late invoice,Map to GL 6100
01/1/26,Sales,CRM / RevOps tools,Salesforce / Outreach,"1,206",manual Entry,,Posted,Ask owner
15 Feb-26,Services,Prof services,Implementation clients,"1,545",cash,,posted,Map to GL 6100
01/4/26,Marketing,Google Ads,Google / LinkedIn,680,ERP,Andres,Posted,Map to GL 6100
2026-03-28,Mktg,Customer appr.,Amazon gift c.,"7,939",Check,,accrual,Map to GL 6100
2026-02-26,Revenue,Revenue,Retail Customer,"8,614",manual Entry,,Posted,
2026-03-28,Marketing,Customer appr.,Soccer Ticket,"8,691",cash,M. Chen,posted,One-off item
2026-01-25,Sales,CRM / RevOps tools,Salesforce / Outreach,144,cash,Alex - FP&A,Posted,Ask owner
2026-02-26,Marketing,Google Ads,Google / LinkedIn,"2,625",Check,Alex - FP&A,manual adj,Vendor invoice late
01-Jan-26,Mktg,Events & webinars,Various,"6,634",ERP,Alex - FP&A,posted,Check sign
01-Jan-26,Services,Support tools,Zendesk / Gainsight,"1,774",Check,Alex - FP&A,posted,Ask owner
01/1/26,Mktg,Customer appr.,Soccer Ticket,"7,097",Pos,Andres,manual adj,Vendor invoice late
01/4/26,Mktg,Customer appr.,Amazon gift c.,"1,473",Pos,,late invoice,Ask owner
01/1/26,Marketing,Paid media,Google / LinkedIn,"(2,542)",Check,M. Chen,manual adj,One-off item
2026-02-26,R&D,AI automation,n8n,"2,704",cash,TBD,manual adj,Vendor invoice late
01/1/26,R&D,Payroll - eng,Payroll,"9,517",ERP,,manual adj,
2026-04-01,R&D,Cloud hosting,AWS / Datadog,"5,391",cash,TBD,Posted,Ask owner
2026-03-28,Services,Support tools,Zendesk / Gainsight,"7,484",ERP,TBD,,Timing issue
01/3/26,Sales,Sales commission,Payroll,"2,903",ERP,,,Vendor invoice late
01/4/26,COGS,Materials,Electric house,"8,448",ERP,Alex - FP&A,late invoice,Vendor invoice late
2026-01-25,G&A,Office rent,Landlord,"5,753",cash,TBD,posted,Timing issue
01-Jan-26,Revenue,Revenue,Corp. clients,"2,946",Check,M. Chen,accrual,Ask owner
15 Feb-26,G&A,Legal fees,Buchalter,"(8,755)",cash,M. Chen,posted,One-off item
01/4/26,Mktg,Paid media,Google / LinkedIn,(667),Check,,,Vendor invoice late
01-Jan-26,Mktg,Customer appr.,Soccer Ticket,"3,454",Check,Erikfinance ops,Posted,One-off item
2026-02-26,COGS,Payroll - eng,Payroll,"6,964",cash,Erikfinance ops,,One-off item
01-Jan-26,G&A,Accounting fees,Brandon,"9,957",ERP,Erikfinance ops,accrual,
01/4/26,Revenue,Subscr. revenue,Retail Customer,"9,281",Pos,TBD,manual adj,Ask owner
01/4/26,R&D,Payroll - eng,Payroll,"1,867",ERP,M. Chen,late invoice,Vendor invoice late
01/3/26,Revenue,Product sales,Corp. clients,"2,693",manual Entry,Alex - FP&A,needs mapping,Ask owner
15 Apr-26,Mktg,Customer appr.,Amazon gift c.,"4,860",Check,Erikfinance ops,late invoice,Timing issue
2026-01-25,Services,Support tools,Zendesk / Gainsight,"2,539",Pos,,late invoice,Vendor invoice late
2026-03-28,G&A,Accounting fees,Brandon,"6,544",Pos,Andres,needs mapping,Vendor invoice late
15 Feb-26,Services,Support tools,Zendesk / Gainsight,338,cash,,posted,Ask owner
01/3/26,Revenue,Revenue,Retail Customer,"9,646",cash,TBD,accrual,Ask owner
01/4/26,G&A,Office rent,Landlord,"5,750",Check,Alex - FP&A,needs mapping,Timing issue
2026-04-01,R&D,Payroll - eng,Payroll,"7,133",Check,,,Map to GL 6100
01/3/26,COGS,Cloud hosting,AWS / Datadog,"5,491",ERP,Alex - FP&A,accrual,Timing issue
25 Mar-26,COGS,Materials,Electric house,"6,495",Check,M. Chen,needs mapping,Vendor invoice late
01/1/26,R&D,Payroll - eng,Payroll,734,manual Entry,,manual adj,Ask owner
25 Mar-26,G&A,Legal fees,Europa Law firm,"5,075",Pos,Andres,posted,One-off item
01/4/26,Mktg,Events & webinars,Various,"3,188",Pos,TBD,posted,Vendor invoice late
01/1/26,Sales,CRM / RevOps tools,Salesforce / Outreach,"5,814",manual Entry,M. Chen,needs mapping,
2026-04-01,Revenue,Product sales,Corp. clients,"5,531",ERP,Alex - FP&A,Posted,Ask owner
25 Mar-26,G&A,Legal fees,Europa Law firm,"9,845",Check,Erikfinance ops,posted,
01-Jan-26,Sales,Payroll - sales,Payroll,"(1,508)",Check,M. Chen,late invoice,Map to GL 6100
01/4/26,G&A,Office rent,Landlord,"(9,730)",manual Entry,Andres,,
2026-01-25,R&D,AI automation,n8n,"6,582",manual Entry,Erikfinance ops,late invoice,Check sign
01/3/26,COGS,Cloud hosting,AWS / Datadog,"3,782",Check,M. Chen,posted,Vendor invoice late
01/3/26,R&D,Payroll - eng,Payroll,"9,315",Check,M. Chen,,Vendor invoice late
2026-03-28,Sales,Sales commission,Payroll,"9,782",ERP,Alex - FP&A,Posted,Check sign
2026-01-25,Sales,Sales commission,Payroll,"1,137",Check,,Posted,Vendor invoice late
15 Feb-26,COGS,Payroll - eng,Payroll,"(6,593)",cash,M. Chen,,Ask owner
2026-01-25,Mktg,Paid media,Google / LinkedIn,"1,039",ERP,Erikfinance ops,late invoice,Map to GL 6100
2026-04-01,COGS,Payroll - eng,Payroll,"7,086",manual Entry,Erikfinance ops,,Timing issue
15 Apr-26,Marketing,Google Ads,Google / LinkedIn,"9,749",Check,Alex - FP&A,manual adj,Timing issue
01/2/26,Sales,CRM / RevOps tools,Salesforce / Outreach,"5,038",manual Entry,Andres,needs mapping,
15 Apr-26,Revenue,Subscr. revenue,Corp. clients,"(5,493)",Check,Alex - FP&A,posted,Ask owner
01/2/26,Sales,Payroll - sales,Payroll,"6,841",Check,Erikfinance ops,,Timing issue
2026-01-25,R&D,Cloud hosting,AWS / Datadog,"2,050",Check,,,Timing issue
2026-03-28,Sales,Sales commission,Payroll,"1,494",cash,Alex - FP&A,needs mapping,One-off item
01/3/26,Mktg,Customer appr.,Soccer Ticket,320,Check,Andres,posted,
15 Feb-26,Sales,Sales commission,Payroll,"9,012",Check,M. Chen,Posted,Map to GL 6100
01/1/26,COGS,Materials,Home Depot,388,cash,M. Chen,manual adj,One-off item
01/3/26,R&D,AI automation,n8n,"4,791",Pos,Andres,accrual,Check sign
2026-04-01,Mktg,Customer appr.,Soccer Ticket,"2,843",Pos,M. Chen,needs mapping,Check sign
15 Apr-26,Sales,Sales commission,Payroll,"8,990",Pos,Alex - FP&A,Posted,Timing issue
15 Feb-26,Revenue,Subscr. revenue,Retail Customer,"2,526",Check,Erikfinance ops,late invoice,
01/4/26,Revenue,Revenue,Corp. clients,"9,511",Pos,Alex - FP&A,accrual,Vendor invoice late
15 Apr-26,Services,Prof services,Implementation clients,"2,177",Pos,Andres,late invoice,Check sign
15 Apr-26,Mktg,Paid media,Google / LinkedIn,"9,214",ERP,M. Chen,manual adj,Timing issue
01/3/26,Marketing,Events & webinars,Various,"9,857",ERP,M. Chen,manual adj,One-off item
15 Feb-26,Sales,Payroll - sales,Payroll,"9,953",Pos,M. Chen,,Vendor invoice late
2026-01-25,Marketing,Customer appr.,Amazon gift c.,"5,575",Check,Andres,needs mapping,
25 Mar-26,Services,Support tools,Zendesk / Gainsight,414,Check,TBD,Posted,Check sign
15 Feb-26,Mktg,Customer appr.,Gift hamper,"7,165",ERP,TBD,,
01/3/26,Marketing,Google Ads,Google / LinkedIn,"4,221",manual Entry,Erikfinance ops,late invoice,Map to GL 6100
2026-04-01,Sales,Sales commission,Payroll,"1,721",Check,Alex - FP&A,late invoice,Vendor invoice late
01-Jan-26,COGS,Materials,Walmart,"8,964",manual Entry,Erikfinance ops,needs mapping,Ask owner
01-Jan-26,Marketing,Events & webinars,Various,(845),Check,Alex - FP&A,Posted,Check sign
2026-04-01,Revenue,Service,Retail Customer,"(1,096)",Check,M. Chen,late invoice,Vendor invoice late
2026-01-25,COGS,Cloud hosting,AWS / Datadog,"8,715",cash,Alex - FP&A,manual adj,One-off item
01/1/26,COGS,Materials,Johnsons Supply,"8,207",cash,Andres,posted,Map to GL 6100
15 Feb-26,Marketing,Paid media,Google / LinkedIn,"2,573",cash,Alex - FP&A,posted,
01-Jan-26,Services,Prof services,Implementation clients,"1,753",Check,Andres,posted,Vendor invoice late
2026-03-28,COGS,Cloud hosting,AWS / Datadog,"8,180",Pos,M. Chen,posted,Timing issue
15 Apr-26,R&D,AI automation,n8n,"2,296",ERP,Erikfinance ops,manual adj,Map to GL 6100
15 Apr-26,G&A,Legal fees,Buchalter,"5,295",manual Entry,Erikfinance ops,manual adj,Ask owner
2026-03-28,R&D,Cloud hosting,AWS / Datadog,"(5,327)",cash,TBD,accrual,Vendor invoice late
2026-01-25,COGS,Payroll - eng,Payroll,"1,462",manual Entry,Alex - FP&A,needs mapping,Check sign
2026-03-28,R&D,Payroll - eng,Payroll,"6,594",Pos,Andres,posted,One-off item
01/4/26,Sales,Sales commission,Payroll,"4,924",manual Entry,Andres,,
01-Jan-26,Mktg,Events & webinars,Various,"2,422",Pos,Alex - FP&A,needs mapping,Timing issue
25 Mar-26,Services,Support tools,Zendesk / Gainsight,"3,720",Check,TBD,,Check sign
15 Feb-26,COGS,Materials,Electric house,"2,293",ERP,Erikfinance ops,accrual,Timing issue
15 Feb-26,Sales,Sales commission,Payroll,"5,774",cash,,late invoice,Check sign
2026-04-01,Marketing,Google Ads,Google / LinkedIn,"5,137",ERP,M. Chen,needs mapping,Vendor invoice late
2026-02-26,Services,Prof services,Implementation clients,"(7,603)",cash,M. Chen,posted,
15 Apr-26,COGS,Cloud hosting,AWS / Datadog,"(7,955)",manual Entry,Andres,,Timing issue
15 Feb-26,Services,Prof services,Implementation clients,"(6,012)",ERP,Andres,posted,
01-Jan-26,Marketing,Paid media,Google / LinkedIn,"7,573",Pos,M. Chen,,One-off item
01-Jan-26,COGS,Materials,Electric house,"(5,554)",Pos,TBD,late invoice,Ask owner
01/4/26,G&A,Accounting fees,Jason CPA,"9,099",ERP,M. Chen,posted,Vendor invoice late
2026-01-25,Services,Prof services,Implementation clients,"(5,192)",Check,Andres,manual adj,Timing issue
15 Apr-26,Revenue,Service,Corp. clients,"4,036",Pos,Erikfinance ops,late invoice,Check sign
15 Apr-26,R&D,AI automation,n8n,535,cash,,manual adj,Map to GL 6100
01-Jan-26,COGS,Payroll - eng,Payroll,"3,877",Pos,,,Ask owner
25 Mar-26,G&A,Legal fees,Buchalter,"8,666",ERP,M. Chen,late invoice,Timing issue
01/2/26,R&D,AI automation,n8n,"9,740",cash,,accrual,Ask owner
2026-01-25,Revenue,Subscr. revenue,Retail Customer,"(4,415)",Pos,Alex - FP&A,accrual,Vendor invoice late
01/1/26,Services,Prof services,Implementation clients,(419),Check,Erikfinance ops,needs mapping,Ask owner
25 Mar-26,Mktg,Paid media,Google / LinkedIn,"(7,626)",Pos,TBD,late invoice,Ask owner
01/1/26,G&A,Legal fees,Buchalter,"6,063",Pos,Andres,Posted,Ask owner
2026-01-25,G&A,Accounting fees,Jason CPA,"9,695",Check,,,Timing issue
15 Feb-26,Services,Support tools,Zendesk / Gainsight,"5,807",Check,Andres,late invoice,Map to GL 6100
2026-02-26,COGS,Cloud hosting,AWS / Datadog,"5,574",cash,Alex - FP&A,Posted,One-off item
2026-04-01,Mktg,Paid media,Google / LinkedIn,"6,410",ERP,Erikfinance ops,,Ask owner
2026-01-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"9,735",manual Entry,Erikfinance ops,accrual,
25 Mar-26,G&A,Legal fees,Europa Law firm,"1,470",ERP,Erikfinance ops,posted,Check sign
01/2/26,Services,Support tools,Zendesk / Gainsight,"1,622",ERP,,late invoice,Check sign
01-Jan-26,Services,Prof services,Implementation clients,"3,906",manual Entry,TBD,needs mapping,Ask owner
01/2/26,G&A,Office rent,Landlord,"8,193",cash,,accrual,
2026-03-28,R&D,Cloud hosting,AWS / Datadog,"(9,573)",manual Entry,Alex - FP&A,Posted,Ask owner
2026-04-01,Marketing,Customer appr.,Gift hamper,"(9,497)",Check,M. Chen,needs mapping,
01/2/26,Services,Prof services,Implementation clients,"7,693",manual Entry,M. Chen,manual adj,Map to GL 6100
2026-03-28,Mktg,Events & webinars,Various,"9,800",Check,Erikfinance ops,posted,Check sign
01-Jan-26,Mktg,Events & webinars,Various,"(2,217)",cash,Andres,Posted,One-off item
01/3/26,COGS,Payroll - eng,Payroll,"9,096",Check,M. Chen,posted,Check sign
15 Feb-26,G&A,Accounting fees,Brandon,"4,243",Check,TBD,needs mapping,Ask owner
01-Jan-26,R&D,Payroll - eng,Payroll,"5,424",Pos,Andres,needs mapping,Map to GL 6100
2026-01-25,R&D,Cloud hosting,AWS / Datadog,328,cash,TBD,posted,Check sign
15 Apr-26,G&A,Accounting fees,Jason CPA,(975),Check,TBD,,Check sign
01/1/26,COGS,Cloud hosting,AWS / Datadog,"8,634",Check,M. Chen,manual adj,Check sign
2026-03-28,Mktg,Events & webinars,Various,"3,451",ERP,Alex - FP&A,late invoice,Map to GL 6100
01/4/26,G&A,Legal fees,Buchalter,"7,833",Pos,Alex - FP&A,Posted,Map to GL 6100
2026-04-01,Services,Prof services,Implementation clients,"8,164",Pos,Andres,,Vendor invoice late
2026-03-28,R&D,AI automation,n8n,"(1,086)",cash,Andres,needs mapping,Vendor invoice late
25 Mar-26,Services,Support tools,Zendesk / Gainsight,772,ERP,M. Chen,manual adj,Vendor invoice late
01/2/26,G&A,Accounting fees,Brandon,"1,953",manual Entry,Erikfinance ops,manual adj,Check sign
01-Jan-26,Marketing,Events & webinars,Various,"3,798",Check,Andres,posted,Check sign
15 Apr-26,Services,Prof services,Implementation clients,523,manual Entry,M. Chen,accrual,Check sign
2026-01-25,G&A,Legal fees,Europa Law firm,"7,125",cash,Andres,,Check sign
2026-03-28,Sales,Sales commission,Payroll,"1,585",manual Entry,Alex - FP&A,manual adj,Ask owner
2026-01-25,G&A,Accounting fees,Brandon,"9,867",manual Entry,TBD,posted,One-off item
01/4/26,Revenue,Subscr. revenue,Corp. clients,"6,030",manual Entry,M. Chen,Posted,Vendor invoice late
01/1/26,Sales,Sales commission,Payroll,926,cash,Alex - FP&A,posted,Map to GL 6100
01-Jan-26,G&A,Office rent,Landlord,"1,846",ERP,Andres,accrual,Vendor invoice late
01/3/26,Revenue,Service,Retail Customer,"7,568",Check,TBD,accrual,One-off item
2026-02-26,Sales,Sales commission,Payroll,"4,899",cash,Alex - FP&A,late invoice,Ask owner
15 Feb-26,Marketing,Events & webinars,Various,"4,328",manual Entry,Alex - FP&A,needs mapping,Check sign
01/1/26,Services,Prof services,Implementation clients,"7,531",ERP,Erikfinance ops,Posted,Timing issue
2026-01-25,G&A,Legal fees,Buchalter,617,cash,,accrual,Timing issue
2026-01-25,Mktg,Paid media,Google / LinkedIn,"1,312",manual Entry,Andres,posted,Vendor invoice late
25 Mar-26,R&D,AI automation,n8n,"6,533",cash,Alex - FP&A,Posted,Map to GL 6100
25 Mar-26,Mktg,Events & webinars,Various,"(4,256)",cash,TBD,Posted,Vendor invoice late
2026-02-26,G&A,Accounting fees,Brandon,"3,216",manual Entry,Erikfinance ops,Posted,
15 Feb-26,R&D,Payroll - eng,Payroll,"3,862",Pos,TBD,needs mapping,One-off item
2026-01-25,Marketing,Paid media,Google / LinkedIn,913,cash,Erikfinance ops,manual adj,One-off item
01/4/26,Marketing,Google Ads,Google / LinkedIn,"1,342",Pos,M. Chen,late invoice,Vendor invoice late
2026-04-01,Mktg,Customer appr.,Amazon gift c.,"8,865",cash,,Posted,
2026-03-28,Services,Prof services,Implementation clients,"(7,858)",ERP,M. Chen,needs mapping,Timing issue
15 Apr-26,Marketing,Events & webinars,Various,"7,869",manual Entry,Erikfinance ops,Posted,Ask owner
25 Mar-26,Revenue,Product sales,Corp. clients,"3,830",ERP,,needs mapping,Map to GL 6100
01/2/26,Services,Support tools,Zendesk / Gainsight,"4,936",manual Entry,,needs mapping,Map to GL 6100
2026-03-28,G&A,Legal fees,Buchalter,"(7,547)",manual Entry,,Posted,Timing issue
01/4/26,Revenue,Revenue,Corp. clients,"2,150",ERP,M. Chen,late invoice,Ask owner
2026-03-28,Sales,Payroll - sales,Payroll,"3,516",Pos,Andres,accrual,Timing issue
15 Feb-26,Services,Prof services,Implementation clients,"1,116",Check,,,Check sign
01-Jan-26,G&A,Accounting fees,Jason CPA,"4,974",cash,Andres,Posted,Timing issue
01/4/26,Mktg,Events & webinars,Various,"8,102",manual Entry,,accrual,Check sign
01/2/26,Sales,Sales commission,Payroll,"4,659",ERP,Alex - FP&A,needs mapping,
2026-01-25,Revenue,Revenue,Corp. clients,"2,451",manual Entry,Andres,Posted,Vendor invoice late
01/4/26,Revenue,Product sales,Retail Customer,"2,743",ERP,Erikfinance ops,Posted,Timing issue
01/1/26,Marketing,Customer appr.,Soccer Ticket,898,manual Entry,Andres,accrual,Ask owner
15 Feb-26,COGS,Payroll - eng,Payroll,"7,490",cash,Alex - FP&A,Posted,Ask owner
01/3/26,Mktg,Events & webinars,Various,"1,168",Pos,M. Chen,accrual,Vendor invoice late
01/4/26,Marketing,Google Ads,Google / LinkedIn,"(1,097)",Check,Alex - FP&A,Posted,Timing issue
2026-04-01,COGS,Materials,Walmart,"4,254",cash,Alex - FP&A,posted,One-off item
01-Jan-26,COGS,Payroll - eng,Payroll,"3,415",Pos,TBD,manual adj,Map to GL 6100
2026-04-01,Sales,Sales commission,Payroll,"(6,135)",cash,Andres,manual adj,One-off item
01/3/26,G&A,Office rent,Landlord,"2,349",Pos,M. Chen,,Ask owner
2026-04-01,Revenue,Subscr. revenue,Retail Customer,"5,557",ERP,M. Chen,Posted,One-off item
01-Jan-26,COGS,Cloud hosting,AWS / Datadog,"(7,450)",cash,Andres,manual adj,Timing issue
01/3/26,Mktg,Customer appr.,Soccer Ticket,"2,023",Check,Erikfinance ops,posted,Check sign
2026-02-26,Sales,Sales commission,Payroll,"7,382",manual Entry,M. Chen,posted,
15 Feb-26,Marketing,Events & webinars,Various,"(5,868)",Pos,Erikfinance ops,Posted,Map to GL 6100
15 Apr-26,Marketing,Google Ads,Google / LinkedIn,"3,951",ERP,Andres,late invoice,Vendor invoice late
01/1/26,Sales,Sales commission,Payroll,"8,666",Pos,Alex - FP&A,needs mapping,
2026-01-25,Sales,Payroll - sales,Payroll,"(2,781)",Check,Alex - FP&A,needs mapping,Timing issue
2026-04-01,COGS,Payroll - eng,Payroll,"(2,670)",manual Entry,Andres,accrual,
2026-01-25,R&D,Payroll - eng,Payroll,"2,926",Check,M. Chen,Posted,Map to GL 6100
2026-04-01,R&D,Cloud hosting,AWS / Datadog,"4,497",Check,M. Chen,posted,Ask owner
25 Mar-26,Services,Prof services,Implementation clients,"7,081",Pos,Erikfinance ops,posted,Timing issue
01-Jan-26,Services,Support tools,Zendesk / Gainsight,"7,714",ERP,,,One-off item
01/4/26,Marketing,Customer appr.,Gift hamper,"4,289",cash,M. Chen,manual adj,
01/2/26,Mktg,Customer appr.,Soccer Ticket,"6,030",Check,Erikfinance ops,needs mapping,One-off item
2026-04-01,Sales,Sales commission,Payroll,"1,422",ERP,Erikfinance ops,late invoice,One-off item
01/4/26,Services,Support tools,Zendesk / Gainsight,"3,315",ERP,,accrual,
2026-02-26,Services,Prof services,Implementation clients,"2,961",ERP,Alex - FP&A,posted,
2026-04-01,COGS,Cloud hosting,AWS / Datadog,"(2,924)",cash,Alex - FP&A,late invoice,
01/4/26,Revenue,Subscr. revenue,Retail Customer,"4,068",manual Entry,Erikfinance ops,,One-off item
01/2/26,G&A,Office rent,Landlord,"(5,462)",ERP,Alex - FP&A,needs mapping,Timing issue
01/1/26,R&D,Payroll - eng,Payroll,"8,278",Pos,Alex - FP&A,needs mapping,One-off item
2026-02-26,Sales,Sales commission,Payroll,"3,850",manual Entry,Andres,needs mapping,Map to GL 6100
15 Apr-26,Mktg,Customer appr.,Soccer Ticket,"(8,317)",ERP,Andres,posted,Map to GL 6100
2026-02-26,Services,Prof services,Implementation clients,"(9,102)",manual Entry,M. Chen,manual adj,
2026-01-25,Sales,Payroll - sales,Payroll,"8,083",manual Entry,TBD,,Vendor invoice late
