Raw ERP/Planning Export - intentionally messy,,,,,,,,
,,,,,,,,
Date,Dept,Account,Vendor / Customer,Amount EUR,Source,Owner,Status,Manual note
26 Sep-25,Services,Prof services,Implementation clients,"7,114",cash,Alex - FP&A,posted,Vendor invoice late
2025-02-02,R&D,Payroll - eng,Payroll,39,manual Entry,finance ops,posted,Vendor invoice late
16-May-26,Services,Prof services,Implementation clients,365,ERP,Alex - FP&A,posted,Check sign
06/10/26,Marketing,Events & webinars,Various,"5,045",ERP,Andres,needs mapping,
2025-01-15,Revenue,Product sales,Corp. clients,"3,208",manual Entry,finance ops,Posted,Timing issue
31-Aug-25,G&A,Legal fees,Europa Law firm,350,cash,finance ops,Posted,
01-May-25,Services,Support tools,Zendesk / Gainsight,385,Check,Erik,late invoice,Map to GL 6100
26-Jun-26,G&A,Accounting fees,Brandon,"(7,477)",Pos,,needs mapping,Vendor invoice late
2025-02-09,R&D,Payroll - eng,Payroll,"1,959",Pos,Alex - FP&A,late invoice,Vendor invoice late
06 Sep-25,Sales,Payroll - sales,Payroll,973,cash,,accrual,Check sign
2025-02-14,COGS,Materials,Johnsons Supply,995,ERP,Erik,accrual,Vendor invoice late
10 Oct-25,Services,Prof services,Implementation clients,"9,554",manual Entry,Andres,manual adj,Check sign
2025-09-16,G&A,Office rent,Landlord,"7,112",Check,Erik,needs mapping,
25-May-26,Marketing,Customer appr.,Soccer Ticket,"2,785",Check,Alex - FP&A,accrual,
30-May-25,COGS,Cloud hosting,AWS / Datadog,300,ERP,Erik,,Vendor invoice late
03 Sep-25,G&A,Accounting fees,Jason CPA,"2,440",Pos,Andres,accrual,Ask owner
26-Dec-25,COGS,Cloud hosting,AWS / Datadog,"1,509",Check,M. Chen,late invoice,Check sign
04-Jul-26,Revenue,Product sales,Retail Customer,706,cash,finance ops,late invoice,Ask owner
17-Jan-25,Marketing,Google Ads,Google / LinkedIn,"5,621",Check,Alex - FP&A,needs mapping,Check sign
06 Feb-25,COGS,Materials,Home Depot,"(9,842)",ERP,Alex - FP&A,accrual,Check sign
20 Mar-25,R&D,Cloud hosting,AWS / Datadog,"7,153",manual Entry,,Posted,Timing issue
2025-06-24,Marketing,Customer appr.,Gift hamper,"5,920",Check,TBD,Posted,Vendor invoice late
02/15/26,G&A,Legal fees,Buchalter,"5,100",manual Entry,M. Chen,needs mapping,Ask owner
05/22/26,Mktg,Paid media,Google / LinkedIn,"7,719",ERP,finance ops,accrual,Check sign
04 Jul-25,Services,Prof services,Implementation clients,173,cash,M. Chen,posted,Ask owner
07 Jul-25,Revenue,Product sales,Corp. clients,"1,360",Pos,finance ops,needs mapping,Ask owner
10 Oct-25,Services,Prof services,Implementation clients,"4,138",ERP,,manual adj,One-off item
2025-11-27,Services,Support tools,Zendesk / Gainsight,275,cash,,late invoice,Check sign
20-Mar-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"6,797",manual Entry,Andres,manual adj,Check sign
2025-04-10,COGS,Materials,Johnsons Supply,"8,734",ERP,Alex - FP&A,,Ask owner
01 Dec-25,Mktg,Customer appr.,Gift hamper,"6,370",ERP,TBD,needs mapping,Ask owner
11-Mar-25,G&A,Legal fees,Buchalter,"(1,572)",cash,,Posted,Ask owner
2026-01-17,Sales,Payroll - sales,Payroll,"9,278",Check,finance ops,late invoice,Map to GL 6100
05/08/26,Revenue,Subscr. revenue,Corp. clients,"8,175",manual Entry,Andres,needs mapping,Check sign
10 Mar-26,Marketing,Customer appr.,Soccer Ticket,"9,602",cash,M. Chen,late invoice,One-off item
21-Feb-25,Mktg,Events & webinars,Various,880,Check,Andres,posted,Ask owner
21-Jul-25,R&D,Cloud hosting,AWS / Datadog,"7,501",manual Entry,M. Chen,manual adj,One-off item
09 Apr-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"(6,288)",manual Entry,finance ops,posted,Vendor invoice late
2025-09-14,Marketing,Events & webinars,Various,"3,181",ERP,M. Chen,,Map to GL 6100
07-Aug-25,Marketing,Customer appr.,Gift hamper,"3,008",ERP,finance ops,,Map to GL 6100
04 Apr-26,G&A,Office rent,Landlord,"(2,332)",Check,finance ops,posted,Ask owner
21-Jul-25,G&A,Office rent,Landlord,"8,753",cash,TBD,posted,Timing issue
26 Feb-26,R&D,AI automation,n8n,"2,152",cash,,posted,Timing issue
08-Sep-25,COGS,Materials,Electric house,"2,830",ERP,Alex - FP&A,manual adj,Timing issue
27 Mar-25,Revenue,Product sales,Retail Customer,"6,317",manual Entry,Erik,,
16-Dec-25,Revenue,Service,Corp. clients,"7,628",cash,Andres,Posted,One-off item
24 Dec-25,COGS,Cloud hosting,AWS / Datadog,"3,814",Pos,M. Chen,posted,Ask owner
01/27/26,Revenue,Subscr. revenue,Retail Customer,"9,530",ERP,,manual adj,Vendor invoice late
02-Mar-25,Sales,CRM / RevOps tools,Salesforce / Outreach,576,manual Entry,,manual adj,Timing issue
2026-06-08,Services,Prof services,Implementation clients,"7,481",Pos,Alex - FP&A,late invoice,Vendor invoice late
10 Oct-25,Revenue,Revenue,Corp. clients,"5,607",ERP,M. Chen,late invoice,One-off item
07 Oct-25,Services,Support tools,Zendesk / Gainsight,"3,487",Check,M. Chen,Posted,Timing issue
03 Jul-26,COGS,Payroll - eng,Payroll,"3,949",Pos,Andres,posted,Vendor invoice late
11/26/25,R&D,Cloud hosting,AWS / Datadog,"(2,434)",manual Entry,TBD,,Check sign
01/26/26,R&D,Payroll - eng,Payroll,"5,267",manual Entry,M. Chen,posted,Map to GL 6100
07/01/26,R&D,AI automation,n8n,"2,923",cash,Erik,accrual,Vendor invoice late
2025-08-20,Revenue,Subscr. revenue,Corp. clients,"8,194",manual Entry,M. Chen,Posted,Map to GL 6100
10 Jul-25,Revenue,Subscr. revenue,Corp. clients,544,Pos,Erik,accrual,Map to GL 6100
2025-06-24,Sales,CRM / RevOps tools,Salesforce / Outreach,"4,898",Check,Andres,posted,Ask owner
14 Aug-25,R&D,Payroll - eng,Payroll,"9,359",ERP,Erik,accrual,Vendor invoice late
06/28/25,G&A,Office rent,Landlord,"7,404",manual Entry,,,Map to GL 6100
09/05/25,Marketing,Paid media,Google / LinkedIn,"9,524",manual Entry,Erik,Posted,Timing issue
07 Jul-26,Services,Prof services,Implementation clients,"7,186",Check,Andres,accrual,Timing issue
20-Mar-26,Services,Support tools,Zendesk / Gainsight,"1,662",Pos,M. Chen,Posted,
2025-06-16,Marketing,Customer appr.,Soccer Ticket,"5,991",Pos,Erik,late invoice,
2026-06-16,G&A,Office rent,Landlord,"9,356",cash,Andres,late invoice,
26-Jun-26,G&A,Accounting fees,Jason CPA,"9,825",Check,Erik,posted,One-off item
12-Apr-25,Marketing,Google Ads,Google / LinkedIn,"(4,943)",cash,,needs mapping,One-off item
2025-06-03,Services,Prof services,Implementation clients,"6,683",Pos,Erik,needs mapping,Ask owner
02/15/26,Marketing,Customer appr.,Soccer Ticket,"(9,141)",manual Entry,Andres,late invoice,Check sign
2025-06-08,Sales,CRM / RevOps tools,Salesforce / Outreach,"(1,815)",manual Entry,M. Chen,Posted,One-off item
03-Dec-25,G&A,Legal fees,Buchalter,"4,544",Pos,Andres,Posted,Ask owner
2025-09-01,COGS,Cloud hosting,AWS / Datadog,"9,250",manual Entry,Andres,accrual,Timing issue
16 Apr-26,Revenue,Product sales,Retail Customer,"7,008",Check,Alex - FP&A,late invoice,Check sign
30-Jul-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"3,140",Pos,Andres,late invoice,Check sign
2025-08-16,Marketing,Paid media,Google / LinkedIn,"3,930",ERP,Erik,posted,Timing issue
2025-12-30,Services,Support tools,Zendesk / Gainsight,"8,115",Check,M. Chen,manual adj,Timing issue
2025-06-08,Sales,CRM / RevOps tools,Salesforce / Outreach,"2,314",Pos,Andres,needs mapping,Map to GL 6100
05/13/26,G&A,Accounting fees,Brandon,"(6,742)",ERP,Erik,late invoice,Vendor invoice late
09/19/25,COGS,Cloud hosting,AWS / Datadog,"1,935",ERP,,late invoice,Ask owner
06/23/25,Revenue,Product sales,Retail Customer,171,Pos,Alex - FP&A,late invoice,Vendor invoice late
26-Jun-26,Mktg,Customer appr.,Soccer Ticket,"6,206",ERP,Alex - FP&A,accrual,One-off item
03 Sep-25,Services,Support tools,Zendesk / Gainsight,"1,550",cash,finance ops,Posted,Timing issue
2025-06-29,Marketing,Customer appr.,Soccer Ticket,"9,721",cash,M. Chen,posted,Ask owner
2025-12-20,R&D,Cloud hosting,AWS / Datadog,"2,330",ERP,M. Chen,Posted,Timing issue
05/25/25,Marketing,Paid media,Google / LinkedIn,"2,365",ERP,Alex - FP&A,needs mapping,One-off item
05-May-25,Mktg,Customer appr.,Soccer Ticket,"7,759",Pos,Erik,needs mapping,Map to GL 6100
2025-05-19,Revenue,Revenue,Corp. clients,"4,976",Check,finance ops,accrual,Vendor invoice late
11-Feb-25,COGS,Cloud hosting,AWS / Datadog,"(2,975)",ERP,M. Chen,,Check sign
2025-05-22,COGS,Materials,Home Depot,"4,308",Check,Erik,Posted,
2025-10-01,Mktg,Customer appr.,Amazon gift c.,"5,238",ERP,Erik,posted,One-off item
05/03/26,R&D,Cloud hosting,AWS / Datadog,(944),Pos,M. Chen,accrual,One-off item
2025-09-01,R&D,Cloud hosting,AWS / Datadog,"5,841",Pos,,,Map to GL 6100
03/22/25,Marketing,Customer appr.,Gift hamper,"(2,332)",Pos,Erik,Posted,One-off item
01/26/26,G&A,Accounting fees,Jason CPA,955,manual Entry,Alex - FP&A,Posted,One-off item
10/31/25,Revenue,Service,Retail Customer,"2,083",ERP,Andres,posted,Timing issue
2025-10-08,Marketing,Events & webinars,Various,"1,946",Pos,Alex - FP&A,,Timing issue
17 Mar-25,Revenue,Revenue,Retail Customer,"3,647",manual Entry,finance ops,posted,Ask owner
2025-06-14,COGS,Cloud hosting,AWS / Datadog,"9,550",Check,M. Chen,Posted,Map to GL 6100
01-May-25,COGS,Materials,Electric house,"(1,562)",Pos,finance ops,manual adj,Timing issue
2025-11-27,Mktg,Events & webinars,Various,"7,206",cash,Erik,,
04/27/25,COGS,Cloud hosting,AWS / Datadog,"5,400",ERP,finance ops,,Map to GL 6100
18 Jan-25,R&D,AI automation,n8n,"2,842",manual Entry,TBD,posted,
05/29/26,Services,Prof services,Implementation clients,"8,472",cash,Alex - FP&A,Posted,One-off item
2026-01-31,G&A,Accounting fees,Jason CPA,"8,081",manual Entry,Erik,Posted,Map to GL 6100
18 Jan-25,COGS,Payroll - eng,Payroll,"5,809",manual Entry,finance ops,manual adj,Check sign
2025-06-14,Revenue,Subscr. revenue,Corp. clients,"9,828",ERP,finance ops,posted,Map to GL 6100
10 Dec-25,Mktg,Events & webinars,Various,"1,023",Check,Alex - FP&A,Posted,Vendor invoice late
11-Sep-25,G&A,Accounting fees,Jason CPA,"(7,049)",Pos,finance ops,late invoice,Vendor invoice late
2025-07-13,Services,Support tools,Zendesk / Gainsight,"3,142",Check,Andres,,Ask owner
08 Jan-26,Mktg,Customer appr.,Soccer Ticket,"3,587",ERP,TBD,Posted,Check sign
05/25/25,COGS,Payroll - eng,Payroll,"1,250",cash,TBD,,Check sign
2025-01-16,Marketing,Google Ads,Google / LinkedIn,"5,193",cash,Andres,Posted,Check sign
23-Mar-26,Sales,Sales commission,Payroll,"(6,720)",manual Entry,M. Chen,needs mapping,Check sign
2025-07-19,Services,Support tools,Zendesk / Gainsight,"3,748",Check,,posted,Check sign
11/11/25,Revenue,Service,Retail Customer,"1,554",manual Entry,Andres,accrual,Ask owner
04/03/25,R&D,Payroll - eng,Payroll,"7,460",Pos,M. Chen,manual adj,Ask owner
24 Apr-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"4,042",Check,,accrual,Check sign
07-Mar-26,R&D,Payroll - eng,Payroll,"3,465",cash,TBD,posted,Map to GL 6100
25-Apr-25,COGS,Payroll - eng,Payroll,"1,048",cash,finance ops,late invoice,
06 Feb-25,COGS,Materials,Electric house,"7,861",manual Entry,M. Chen,accrual,Check sign
10 Oct-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"2,155",Pos,,late invoice,Vendor invoice late
01/02/25,Mktg,Paid media,Google / LinkedIn,"8,226",cash,,accrual,Check sign
03/25/25,R&D,AI automation,n8n,"6,561",ERP,M. Chen,posted,Map to GL 6100
2025-06-22,Mktg,Paid media,Google / LinkedIn,"4,513",Check,,posted,Check sign
29 Jun-26,Services,Support tools,Zendesk / Gainsight,(89),ERP,finance ops,needs mapping,Ask owner
2026-06-16,R&D,Cloud hosting,AWS / Datadog,"6,612",Pos,Andres,Posted,Vendor invoice late
26 Feb-26,Mktg,Events & webinars,Various,"4,490",manual Entry,Alex - FP&A,accrual,Ask owner
25-Jan-26,Revenue,Service,Retail Customer,"7,496",manual Entry,M. Chen,late invoice,Vendor invoice late
26-Dec-25,COGS,Payroll - eng,Payroll,"5,474",cash,TBD,late invoice,Timing issue
25-Dec-25,Revenue,Revenue,Corp. clients,"4,228",Pos,Andres,needs mapping,Vendor invoice late
06/01/26,Marketing,Customer appr.,Gift hamper,"8,725",ERP,Andres,accrual,Ask owner
05/15/25,G&A,Accounting fees,Brandon,"6,546",Pos,finance ops,posted,Check sign
08/27/25,Sales,Payroll - sales,Payroll,"(7,657)",ERP,Andres,,One-off item
05/06/26,Sales,Sales commission,Payroll,"5,066",Pos,Alex - FP&A,Posted,Map to GL 6100
07 Apr-26,R&D,AI automation,n8n,"(8,170)",cash,M. Chen,late invoice,
20 Oct-25,G&A,Office rent,Landlord,"1,466",cash,Alex - FP&A,manual adj,One-off item
2025-01-16,R&D,AI automation,n8n,"2,168",manual Entry,Alex - FP&A,,One-off item
2026-01-31,Marketing,Google Ads,Google / LinkedIn,"8,701",Pos,Andres,manual adj,Map to GL 6100
2025-08-23,Sales,CRM / RevOps tools,Salesforce / Outreach,"8,133",ERP,finance ops,late invoice,Ask owner
23-Feb-26,Marketing,Events & webinars,Various,"8,549",Check,Alex - FP&A,needs mapping,Map to GL 6100
06/26/25,R&D,AI automation,n8n,"4,106",Check,Erik,late invoice,Check sign
27-Jun-25,COGS,Materials,Johnsons Supply,"1,583",ERP,Erik,,Ask owner
15-Feb-25,G&A,Accounting fees,Brandon,"8,043",manual Entry,Alex - FP&A,manual adj,Timing issue
24 Sep-25,Revenue,Service,Corp. clients,"8,632",Check,TBD,posted,Vendor invoice late
2026-02-14,G&A,Accounting fees,Jason CPA,"8,408",manual Entry,Erik,accrual,Timing issue
2025-07-06,Revenue,Subscr. revenue,Retail Customer,"(1,782)",ERP,M. Chen,,Check sign
02-Jun-25,COGS,Payroll - eng,Payroll,"9,667",manual Entry,Erik,posted,Check sign
2026-04-18,Mktg,Customer appr.,Gift hamper,"6,851",Pos,TBD,manual adj,Timing issue
01/02/25,COGS,Materials,Home Depot,"6,042",cash,,accrual,Timing issue
2025-07-12,Marketing,Customer appr.,Soccer Ticket,"9,581",cash,finance ops,manual adj,One-off item
01/05/26,Marketing,Customer appr.,Soccer Ticket,117,cash,Alex - FP&A,posted,Check sign
2025-12-06,Marketing,Customer appr.,Gift hamper,"7,887",Pos,finance ops,,Map to GL 6100
17-Jan-25,Services,Prof services,Implementation clients,140,ERP,Alex - FP&A,Posted,Timing issue
2025-07-12,Revenue,Service,Corp. clients,"5,685",cash,Erik,manual adj,Vendor invoice late
23-Apr-26,R&D,Cloud hosting,AWS / Datadog,(402),ERP,Alex - FP&A,Posted,Check sign
25 Oct-25,Revenue,Product sales,Corp. clients,"9,995",cash,M. Chen,posted,Check sign
15-Apr-26,R&D,Payroll - eng,Payroll,"4,206",ERP,Erik,,Check sign
28-Mar-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"5,050",Pos,finance ops,manual adj,Vendor invoice late
12/02/25,R&D,AI automation,n8n,"1,836",Check,finance ops,posted,Map to GL 6100
2025-11-14,G&A,Accounting fees,Jason CPA,"4,066",Pos,finance ops,manual adj,Vendor invoice late
07 Oct-25,Marketing,Customer appr.,Amazon gift c.,"(4,619)",manual Entry,TBD,late invoice,Vendor invoice late
2025-02-09,Revenue,Subscr. revenue,Corp. clients,"(2,788)",ERP,TBD,posted,Timing issue
2026-03-21,Sales,Sales commission,Payroll,"9,718",Pos,Erik,Posted,Map to GL 6100
03 Sep-25,Marketing,Customer appr.,Soccer Ticket,"(6,625)",Check,TBD,Posted,Timing issue
2025-06-08,Sales,Sales commission,Payroll,"7,340",cash,Alex - FP&A,needs mapping,Check sign
2025-01-23,Revenue,Service,Corp. clients,"2,709",manual Entry,Andres,,
29-Nov-25,Marketing,Customer appr.,Gift hamper,"8,310",cash,Andres,late invoice,Map to GL 6100
2026-06-19,Marketing,Events & webinars,Various,"3,793",manual Entry,TBD,Posted,Map to GL 6100
01 Dec-25,COGS,Payroll - eng,Payroll,"(6,085)",manual Entry,,posted,Vendor invoice late
2025-12-17,Revenue,Product sales,Corp. clients,"5,040",cash,,posted,Ask owner
2025-01-23,G&A,Accounting fees,Brandon,"4,661",cash,Erik,late invoice,One-off item
19 Jun-25,G&A,Accounting fees,Jason CPA,"(8,703)",Pos,Alex - FP&A,,Vendor invoice late
02/10/25,Services,Support tools,Zendesk / Gainsight,"2,153",Pos,M. Chen,posted,One-off item
12 Mar-26,COGS,Cloud hosting,AWS / Datadog,"2,926",Pos,TBD,late invoice,
07/09/26,Services,Prof services,Implementation clients,"(6,736)",Pos,finance ops,Posted,Vendor invoice late
28-Jul-25,Sales,Sales commission,Payroll,"4,251",cash,Andres,late invoice,Vendor invoice late
20 Feb-26,G&A,Accounting fees,Jason CPA,"2,098",cash,Andres,needs mapping,Timing issue
07 Apr-26,Mktg,Events & webinars,Various,"8,365",ERP,Alex - FP&A,manual adj,
2025-08-08,Sales,CRM / RevOps tools,Salesforce / Outreach,"8,789",Check,Alex - FP&A,manual adj,Map to GL 6100
2026-03-06,Sales,Sales commission,Payroll,"4,655",manual Entry,TBD,posted,
2025-07-06,Revenue,Revenue,Retail Customer,"6,965",Pos,,,One-off item
07 Apr-26,Services,Support tools,Zendesk / Gainsight,"(6,951)",ERP,finance ops,late invoice,
2025-12-18,Sales,Sales commission,Payroll,"4,720",manual Entry,M. Chen,needs mapping,Check sign
01/05/25,Services,Prof services,Implementation clients,"8,436",Check,finance ops,needs mapping,Ask owner
29-Jul-25,Revenue,Revenue,Retail Customer,(185),Pos,TBD,Posted,Check sign
05-Feb-25,Revenue,Revenue,Corp. clients,"9,588",cash,Erik,manual adj,Map to GL 6100
16 Mar-25,Services,Prof services,Implementation clients,(874),Pos,TBD,needs mapping,Ask owner
06 Jan-26,Services,Prof services,Implementation clients,"3,802",Check,finance ops,needs mapping,One-off item
02/21/26,Marketing,Customer appr.,Amazon gift c.,"(1,610)",Check,Alex - FP&A,manual adj,Vendor invoice late
29-Jan-26,COGS,Cloud hosting,AWS / Datadog,"4,141",cash,finance ops,needs mapping,Map to GL 6100
12/07/25,Services,Support tools,Zendesk / Gainsight,"4,914",manual Entry,finance ops,accrual,Check sign
01/19/25,Sales,Sales commission,Payroll,"1,056",ERP,Andres,posted,Ask owner
01 Apr-26,COGS,Cloud hosting,AWS / Datadog,"(1,650)",Check,Alex - FP&A,Posted,Timing issue
04 Sep-25,Sales,Sales commission,Payroll,529,cash,,Posted,
2025-10-15,Services,Support tools,Zendesk / Gainsight,165,cash,Erik,posted,Vendor invoice late
18 Jan-26,G&A,Office rent,Landlord,"4,927",ERP,finance ops,late invoice,One-off item
07/01/26,Revenue,Product sales,Retail Customer,"6,637",cash,,late invoice,Map to GL 6100
19 Feb-25,Mktg,Customer appr.,Soccer Ticket,"7,143",Check,TBD,needs mapping,Check sign
02/07/25,Marketing,Customer appr.,Gift hamper,"1,864",ERP,Andres,Posted,Ask owner
03/12/25,R&D,AI automation,n8n,"6,022",manual Entry,Erik,accrual,Check sign
07/09/26,R&D,Payroll - eng,Payroll,"9,179",cash,Alex - FP&A,Posted,
2025-06-04,COGS,Cloud hosting,AWS / Datadog,"7,624",Check,Erik,late invoice,Ask owner
06 Oct-25,COGS,Cloud hosting,AWS / Datadog,"7,055",cash,TBD,manual adj,Ask owner
2025-12-30,R&D,Cloud hosting,AWS / Datadog,"7,914",Pos,TBD,needs mapping,
11/26/25,R&D,Payroll - eng,Payroll,"7,823",Check,TBD,Posted,Ask owner
2025-07-19,Marketing,Google Ads,Google / LinkedIn,"6,174",manual Entry,finance ops,late invoice,Ask owner
23-Mar-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"7,404",manual Entry,Erik,late invoice,Timing issue
10/17/25,R&D,Payroll - eng,Payroll,171,Check,TBD,posted,
2025-08-19,COGS,Cloud hosting,AWS / Datadog,"6,765",ERP,Andres,needs mapping,Ask owner
21-Feb-25,G&A,Office rent,Landlord,"4,020",ERP,Andres,posted,One-off item
08/05/25,Services,Prof services,Implementation clients,"7,604",Pos,,late invoice,Check sign
30 May-26,Marketing,Paid media,Google / LinkedIn,"9,635",ERP,,,Vendor invoice late
05/29/25,Sales,Payroll - sales,Payroll,(751),cash,TBD,Posted,Timing issue
03-Mar-25,Services,Support tools,Zendesk / Gainsight,"3,567",Pos,,late invoice,One-off item
01 Jan-26,COGS,Payroll - eng,Payroll,"(9,962)",Pos,,late invoice,
23-Apr-26,G&A,Office rent,Landlord,"3,618",cash,Andres,manual adj,Map to GL 6100
05/29/25,Services,Prof services,Implementation clients,242,manual Entry,Erik,,Ask owner
03/22/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"2,190",manual Entry,Erik,,Map to GL 6100
06/15/26,Mktg,Events & webinars,Various,"8,892",cash,,needs mapping,Ask owner
18-Mar-26,Revenue,Subscr. revenue,Corp. clients,"4,297",ERP,Andres,,Vendor invoice late
2025-08-20,COGS,Cloud hosting,AWS / Datadog,"9,934",manual Entry,Andres,accrual,Ask owner
04-May-26,Mktg,Events & webinars,Various,"6,974",manual Entry,,manual adj,Vendor invoice late
03-Dec-25,Marketing,Events & webinars,Various,"(9,614)",cash,Alex - FP&A,Posted,
31-Aug-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"(8,694)",Pos,Andres,manual adj,
02 Mar-26,Mktg,Customer appr.,Gift hamper,"9,191",cash,TBD,late invoice,Timing issue
17-Jan-25,Sales,Sales commission,Payroll,"(8,112)",ERP,,posted,
01/22/25,Marketing,Paid media,Google / LinkedIn,"9,934",ERP,TBD,accrual,Check sign
06/26/25,Services,Support tools,Zendesk / Gainsight,"7,546",ERP,TBD,late invoice,
06/28/25,G&A,Accounting fees,Jason CPA,"(8,153)",cash,Erik,,Ask owner
2026-02-27,Mktg,Customer appr.,Gift hamper,"7,288",Check,Andres,Posted,Timing issue
29 Oct-25,G&A,Office rent,Landlord,"3,286",ERP,TBD,manual adj,Timing issue
03 Feb-25,Marketing,Paid media,Google / LinkedIn,"7,268",manual Entry,Alex - FP&A,accrual,One-off item
02/07/25,Marketing,Google Ads,Google / LinkedIn,"4,503",Pos,TBD,late invoice,One-off item
